Subject,Author,Title,Date,Box Number,Barcode
Libraries,,"Eleutherian Mills Historical Library, A Record of its Dedication on 7 Oct. 1961",1961,1,391639
Libraries,"Nelson, Daniel",Checklist of Writings on the Economic History of the Greater Phila.-Wilm. Region 1968,1968,1,391639
Libraries,,Union List of Newspapers in Microform,1964,1,391639
Libraries,,"Hagley Museum and Library, 1986 Annual Report",1986,1,391639
Libraries,,"Eleutherian Mills Historical Library, Manuscript Holdings - May",1962,1,391639
Libraries,,University of Delaware Library How To: Find Government Documents,1986,1,391639
Libraries,,DLRA Conference,1976,1,391639
Libraries,,Supplement to The Library Listens Delaware Library Study New Castle Co.,1974,1,391639
Libraries,,Delaware Libraries,n.d.,1,391639
Libraries,,Equitable Trust Company Monthly,1924,1,391639
Libraries,,Wilmington Institute,1943,1,391639
Libraries,,College & Research Libraries Division of The Delaware Library Association,1987,1,391639
Libraries,,"Financial Officer's Report, College & Research Libraries Division",1987,1,391639
Libraries,,"Delaware Library Association, College & Research Library Division Fall Conference Business Meeting",1986,1,391639
Libraries,,Questions of the DLA AD Hoc Committee,n.d.,1,391639
Libraries,,Delaware Library Association - Division Annual Report,1986-1987,1,391639
Libraries,,Morris Library,1986,1,391639
Libraries,,Newsletter of the University of Delaware Library Associates,1987,1,391639
Libraries,,Delaware Library Association Bulletin,1966,1,391639
Libraries,,Treasures of the University of Delaware Library,1986,1,391639
Libraries,,"State Library Commission for the State of Delaware, Traveling Libraries",1912,1,391639
Libraries,,Eleutherian Mills Historical Library,n.d.,1,391639
Libraries,,Your Public Library Needs More Funds,1947,1,391639
Libraries,,Delaware Library Association Bulletin,1972,1,391639
Libraries,"Sluiter, Engel",Dutch Archives and American Historical Research,1938,1,391639
Libraries,,"Wilmington Institute, Annual Reports (various dates)","1878, 1885, 1906, 1913, 1931, 1946, 1973",1,391639
Libraries,,"Wilmington Institute Free Library, Rules",1925,1,391639
Libraries,,Wilmington Institute Acts of Incorporation  City Ordinances  Trust Declaration and By-Laws,1923,1,391639
Libraries,,Fact Headquarters for Business and Industry,n.d.,1,391639
Libraries,,Periodical Holdings of the Wilmington Institute Free Library,1967,1,391639
Libraries,,Exercises at the Opening of the New Building of The Wilmington Institute Free Library 1923,1923,1,391639
Libraries,,"Library Service for ""Greater Wilmington""",1926,1,391639
Libraries,,Wilmington Public Library and The New Castle County Free Library,1943,1,391639
Libraries,"Hoffecker, Carol E.","Books, Bricks & Bibliophiles: The University of Delaware Library",1984,1,391639
Libraries,"Munroe, John A.","Books, Bricks & Bibliophiles: The University of Delaware Library",1984,1,391639
Libraries,"Jamison, Susan C.",Face of A Town:  The Corbit-Calloway Memorial Library 1847-1979,1979,1,391639
Libraries,,Minutes- Annual Meeting Delaware Library Association,1974,1,391639
Literature,,Delaware Poets (various dates),1941-1953,1,391640
Literature,"Davis, William B.",Twenty One Poems and A Prayer,n.d.,1,391640
Literature,"Troubetzkoy, Ulrich",Out of The Wilderness,1957,1,391640
Literature,"Hudson, David",Given Measure,1948,1,391640
Literature,"Hudson, David",How Can the Heart Forget?,1945,1,391640
Literature,,"Literary Mideast U.S.A., The University of Tennessee News Letter",1957,1,391640
Literature,"Hudson, David",Marblehead Harbor and The Four Seasons,1949,1,391640
Literature,"Hayes, John Russell","Brandywine, The",1898,1,391640
Literature,,Poet an international Monthly,1972,1,391640
Literature,,"Delaware Writers, Incorporated, 1951-1952",1951-1952,1,391640
Literature,"Eisenberg, Harry O.","Last Mountain, The",n.d.,1,391640
Literature,,Rodney's Ride  (and copies),n.d.,1,391640
Literature,"Burgess, J. Harvey","Folks That I Have Knowed, The",1942,1,391640
Literature,"Hoffecker, Carrie","Opening of a Door, The",1954,1,391640
Literature,"Adams, Susan Sharp",Ebb-tide,1945,1,391640
Literature,"Reybold, Alice L.",Who Unwinds These,1943,1,391640
Literature,"Behney, Evelyn",November,1946,1,391640
Literature,"Jobson, Marjorie Pointsett",Snare for the Moon,1947,1,391640
Literature,"Beden, Zoe Zenger",Zoe's Menagerie,1947,1,391640
Literature,"Leitner,Leander","Scenic Prints, Linoleum Blocks",1954,1,391640
Literature,"Hayes, John Russell","Brandywine Harvest Field, A Tale of Chester County",1903,1,391640
Literature,Leitner Leander,Overtones,1944,1,391640
Literature,"Kimball, Alison",Two Appearances,1946,1,391640
Literature,"Adams, Susan Sharp",Two Appearances,1946,1,391640
Literature,"Leitner, Leander","Walam Olum, A Legend of the Lenape Indians",1942,1,391640
Literature,"Anthony, Sarah E. Hoag",Holy Days & Holidays,1887,1,391640
Literature,"Anthony, Sarah E. Hoag","True Love, with original Illustrations",1887,1,391640
Literature,"Blackburn, Carrie Henry","Thank You, God",1973,1,391640
Literature,"Behney, Evelyn",Each Pale and Trembling Leaf,1954,1,391640
Literature,"Baldwin, Rachel",Raven's Bread,1942,1,391640
Literature,"Shockley, William Penn",Forest Leaves,1905,1,391640
Maryland,,Annual Reports of the Archivist of the Hall of Records (various dates),1939-1970,1,391641
Maryland,,"Pictorial Preview of Maryland, ""America in Miniature""",n.d.,1,391641
Maryland,,"Visit Maryland, America in Miniature, A Review of the Free State",n.d.,1,391641
Maryland,,Report of the Commission on Submerged Public Land,1961,1,391641
Maryland,,"United States Naval Academy Annapolis, Maryland - Catalogue of Information",1950,1,391641
Maryland,,Guide to the United States Naval Academy,1939,1,391641
Maryland,,Maryland Genealogical Bulletin,"1930,1934",1,391641
Maryland,,Former Chief Judge James P. Gorter,1928,1,391641
Maryland,,"Worcester County, Maryland Rich with History and Wholesome Recreation",n.d.,1,391641
Maryland,,Maryland Board of Natural Resources Twenty-third Annual Report,1966,1,391641
Maryland,,"Purposes, Accomplishments and Plans of The Maryland Historical Trust",1969,1,391641
Maryland,,"Maryland Tercentenary 1634-1934, The Ark and the Dove",1934,1,391641
Maryland,"Long, E. John",Walk in Old Annapolis,1965,1,391641
Maryland,"Clark, Sara Seth","Webley, or Mary's Delight, Bay hundred, Talbot County",1954,1,391641
Maryland,"Clark, Raymond B., Jr.","Webley, or Mary's Delight, Bay Hundred, Talbot County",1954,1,391641
Maryland,"Uhler, P. R.",Albirupean Formation and its nearest relatives in Maryland,n.d.,1,391641
Maryland,,Drowned River The Story of Chesapeake Bay,1967,1,391641
Maryland,,"Report, A Journal of German-American History",1970,1,391641
Maryland,,"Upper Shoreman, Cecil County, On The Eastern Shore""",1966,2,391642
Maryland,,Maryland Historical Society,n.d.,2,391642
Maryland,,China Trade of Baltimore - Maryland Historical Society,1950,2,391642
Maryland,,Coffee Trade of Baltimore - Maryland Historical Society,1951,2,391642
Maryland,,"Catalogue of the Paintings in the State House at Annapolis, Maryland",1934,2,391642
Maryland,,Maryland Historic State House  (2),n.d.,2,391642
Maryland,"Giles, Ted",East of the Bay,1969,2,391642
Maryland,,Talbot County Maryland A Tourist's Guide 1662-1962 Trecentenary,1962,2,391642
Maryland,,"Maryland's Flag, Seal, Song, Flower, Bird and Tree (McKeldin-Gov.)",n.d.,2,391642
Maryland,,Maryland's Chesapeake Bay Bridge opens new pleasure areas to travellers and ...,1954,2,391642
Maryland,"Williams, Wallace, Sr.",Reflections from the Eastern Shore,1956,2,391642
Maryland,,Sutro-Wednesday Club Room,n.d.,2,391642
Maryland,,Research Resources of the Baltimore City Archives,n.d.,2,391642
Maryland,,Publications - Hall of Records Commission - State of Maryland,1964,2,391642
Maryland,,Maryland at a Glance,1954,2,391642
Maryland,,"Annapolis, Intellectual Life Around The Punch Bowl",1968,2,391642
Maryland,,"Maryland Genealogical Society Bulletin (vol.14,no.1, 2, 3)",1973,2,391642
Maryland,,National Geographic Magazine,1954,2,391642
Maryland,"Radoff, Morris L.",Elusive Manuscript-The Proceedings of the Maryland Convention of 1774,1967,2,391642
Maryland,,Come See Us! MARYLAND,n.d.,2,391642
Maryland,"Ball, Donald L.",Eastern Shore of Maryland Literature,1950,2,391642
Maryland,,Maryland Hall of Records - Index Holdings (various dates),1951-1970,2,391642
Maryland,,Department of General Services - Hall of Records Commission Activities Report,1971,2,391642
Maryland,"Hoffman, Ronald","Spirit of Dissension:  Economics, Politics & the Revolution in Maryland",1973,2,391642
Maryland,,Virginia Colonial Records Project,n.d.,2,391642
Maryland,,Guides to Manuscript Sources on the American Revolution,n.d.,2,391642
Maryland,,Bibliography for using the Revolutionary War papers at the Maryland Historical Society,n.d.,2,391642
Maryland,,National Archives and the Bicentennial,n.d.,2,391642
Maryland,"Poole, Martha Sprigg",Mongomery County Story - The Maryland Assembly 1751-1757,1963,2,391642
Maryland,,Saint Maries City 1634 (2),1934,2,391642
Maryland,,Fifteenth Annual Maryland House and Garden Pilgrimage,1952,2,391642
Maryland,,"Maryland Historical Society, 1844-1921",1921,2,391642
Maryland,,The Day the American Revolution Ended,1966,2,391642
Societies & Clubs,,Official Directory Delaware State Grange,1987,1,391677
Patriotic Societies,,"Delaware Society of the Sons of the American Revolution, Inc.",1948-49; 1959-60; 1961-62,1,391643
Patriotic Societies,,By-Laws of Gen. A. T. A. Torbert Post No. 3.,1895,1,391643
Patriotic Societies,,"Society of Daughters of Colonial Wars, Inc. in the state of Delaware  Officers and Members",1945,1,391643
Patriotic Societies,"Wright, Mrs. John Pilling","National Society Daughters of Colonial Wars, Incorp. - Ritual",1952,1,391643
Patriotic Societies,,Colonial Dames of America,1944,1,391643
Patriotic Societies,,Delaware Swedish Colonial Society - Roster of Members,1974,1,391643
Patriotic Societies,,Caesar Rodney Chapter Daughters of the American Revolution      1895-1945,1945,1,391643
Patriotic Societies,,"Society of Mayflower Descendants in the Commonwealth of Pennsylvania, 50th Anni.1946",1947,1,391643
Patriotic Societies,,"Benefit, John Dickinson Mansion Fund",1953,1,391643
Patriotic Societies,,"50th Anniversary Cooch's Bridge Chapter, N.S.D.A.R.",1952,1,391643
Patriotic Societies,,"Huguenot Society of Washington , Roster of Members 1943-46",1946,1,391643
Patriotic Societies,,National Society of the Colonial Dames of America - Publications,1981,1,391643
Patriotic Societies,,Club of Colonial Dames Year Book 1941-42,1942,1,391643
Patriotic Societies,,Spring Tour - National Society of Colonial Dames in the State of Delaware,1967,1,391643
Patriotic Societies,,"National Society of The Colonial Dames of America, Historians's Address",1912,1,391643
Patriotic Societies,,Register of The National Society of the Colonial Dames of America,1970,1,391643
Patriotic Societies,,Pennsylvania Society Sons of the Revolution Proceedings 1943-1944,1943-1944,1,391643
Patriotic Societies,,Delaware Daughters of the American Revolution News,1958,1,391643
Patriotic Societies,,Delaware Society of the Sons of the American Revolution Speech by Boggs,1962,1,391643
Patriotic Societies,,"Delaware Society, Sons of the American Revolution, State Delaware Day Commission",1962,1,391643
Patriotic Societies,,"Membership Roll of Delaware, National Society of Daughters of American Revolution 1957",1957,1,391643
Pennsylvania,,Story of Longwood,1954,1,391644
Pennsylvania,,Illustrated Directory of the University at Lewisburg,1886,1,391644
Pennsylvania,,Philadelphia Record Almanac,1886,1,391644
Pennsylvania,,List of State Publications,1947,1,391644
Pennsylvania,"Davis, James Milburn","Springfield Township, The Early History of Springfield, Delaware County, Pennsylvania",1960,1,391644
Pennsylvania,,Chester County Pennsylvania ... Steeped in Our Nations's History,n.d.,1,391644
Pennsylvania,,Guide to the Historical Markers of Pennsylvania (Supplement to 1957 ed),1970,1,391644
Pennsylvania,,"Victorian Philadelphia, The Athenaeum of Philadelphia",n.d.,1,391644
Pennsylvania,,Story of Longwood,n.d.,1,391644
Pennsylvania,"Philips, George Morris",Historic Letters from the Collection of the West Chester State Normal School,1898,1,391644
Pennsylvania,"Pitt, Thomas A.",History and Progress of Chester County,1962,1,391644
Pennsylvania,,"Internal Affairs Monthly Bulletin, Commonwealth of Pennsylvania",1957,1,391644
Pennsylvania,"Whipkey, Harry E.","After Agnes, A Report on Flood Recovery Assistance by the Pennsylvania Historical and Museum Commission 1973",1973,1,391644
Pennsylvania,,"Penn Day, Commonwealth of Pennsylvania",1934,1,391644
Pennsylvania,"Stevens, S. K.",Pennsylvania - A Students' Guide to Localized History,1965,1,391644
Pennsylvania,,Chester County Landmarks,1956,1,391644
Pennsylvania,,Pennsylvania History and Morale,1942,1,391644
Pennsylvania,"Franck, Ira S.",The Ephrata Story,1964,1,391644
Pennsylvania,"Stevens, S. K.",Biennial Historical Activities of the Pennsylvania Historical & Museum  Commission,1949,1,391644
Pennsylvania,,Historical Society of Pennsylvania Reports for 1959,1960,1,391644
Pennsylvania,"Diemand, John A.",Insurance Company of North American Property since 1792,1953,1,391644
Pennsylvania,,"State Art Commission  Annual Report, 1934, 1936, 1937-38",1934-1938,1,391644
Pennsylvania,,See Philadelphia,1937,1,391644
Pennsylvania,,Study of Delaware Indians Medicine Practice and Folk Beliefs,1942,1,391644
Pennsylvania,,Year Book the Pennsylvania Federation of Historical Societies,"1941-1942,1955",1,391644
Pennsylvania,,"Pennsylvania History, Quarterly Journal of the Pennsylvania Historical Association",1975,1,391644
Pennsylvania,"Babb, Maurice J.",Rittenhouse Astronomical Society,1931,1,391644
Pennsylvania,,How the Pennsylvania Commission serves the People,1942,1,391644
Pennsylvania,,One Hundred And Fifty Years of Collecting by the Historical Society of Pennsylvania,1974-1975,1,391644
Pennsylvania,,"Genealogical Society of Pennsylvania, Program of Events",1971-1972; 1974-1978,1,391644
Pennsylvania,,Annual Election of officers and Councilors of the Society,1975,1,391644
Pennsylvania,,"Historical Society of York County, Pennsylvania A - Annual Report",1974,1,391644
Pennsylvania,,Preliminary Guide to the Research Materials of the Pennsylvania Historical & Museum Commission.,1959,1,391644
Pennsylvania,,"Historical Society of Pennsylvania,  Change in Directorship",1974,1,391644
Pennsylvania,,"Second Street Market, A Colonial Market Restored",1963,1,391644
Pennsylvania,,Museum and Library of the Chester County Historical Society (2),n.d.,1,391644
Pennsylvania,,Independence-National Historial Park Project,,1,391644
Pennsylvania,,"Four Days Public Sale of Antiques, Largest Sale ever held in the State of Pennsylvania [Rodney Sale]",1928,1,391644
Pennsylvania,,Memoriam Thomas Lynch Montgomery,1930,1,391644
Pennsylvania,,Proceedings of the Historical Society of Pennsylvania on the Death of Charles Janeway Stille 1900,1900,1,391644
Pennsylvania,,Hampton Lawrence Carson,1930,1,391644
Pennsylvania,,Covered Bridges of Chester County Pennsylvania,n.d.,1,391644
Pennsylvania,,"Executive Mansion, Harrisburg, Pennsylvania",n.d.,1,391644
Pennsylvania,,Welcome to Pennsylvania's Capitol!,n.d.,1,391644
Pennsylvania,,"News Letter, Philadelphia City Archives",1975,1,391644
Pennsylvania,,Historical Society of Pennsylvania Looks to the Future,n.d.,1,391644
Pennsylvania,,Chester County Historical Society Bulletin,1952,1,391644
Pennsylvania,,William Penn's First Charter 1682,1925,1,391644
Pennsylvania,,New Deal And The Arts,1975,1,391644
Pennsylvania,"Richardson, Edgar P.",Centennial City,1971,1,391644
Pennsylvania,,Pennsylvania Canals,1950,1,391644
Pennsylvania,,"Historic Delaware County Open House Tour, Profits for Preservation",1967,1,391644
Pennsylvania,,"Atwater Kent Museum Bulletin (Vol 9, no. 2; Vol. 10, no. 2)",n.d.,1,391644
Pennsylvania,,Conserving Pennsylvania's Historic Past,1939,1,391644
Pennsylvania,,Pennsylvania Historical And Musem Commission,n.d.,1,391644
Pennsylvania,,City of Philadelphia Report on the Activities of the Committee for the Observance ..,1963,1,391644
Pennsylvania,,Goschenhoppen Region,1970,1,391644
Pennsylvania,,Independence National Histroical Park & Mall in Historic Philadelphia,1951,1,391644
Pennsylvania,"Wainwright, Nicholas B.",History of The Philadelphia Inquirer,1962,1,391644
Penology,,Prisoners Aid Society of Pennsylvania & Correctional Council of Pennsylvania annual rep,1949-1965,1,391683
Penology,,Family Court for New Castle County,n.d.,1,391683
Penology,,Why Abolish the Whipping-Post?,1945,1,391683
Penology,,Crime Doesn't Pay…You Do !!!,n.d.,1,391683
Penology,,Report on New Castle County Family Court Facilities,1959,1,391683
Penology,,"Annual Report - Delaware Citizens Crime Commission, Inc.",1962,1,391683
Penology,,"Correctional Council of Delaware, Inc. Annual Report",1967,1,391683
Penology,,"Delaware Council on Crime and Justice, Inc. Bulletin",1972,1,391683
Penology,"Powell, Elmer N.",Whip of Justice,1924,1,391683
Penology,,"For the Good and Welfare of the Community, Delaware State Hospital",1950,1,391683
Penology,,Correctional Council of Delaware Annual Report,1966,1,391683
Penology,,Detention of Children in Delaware,1951,1,391683
Penology,,Corporal Punishment in Delaware,1961,1,391683
Penology,,"Different Way...Biennial Report Family Court for New Castle County, Wilmington, Delaware",1951-1952,1,391683
Penology,,"Let's Correct Corrections, You've been asking",n.d.,1,391683
Penology,"Dolan, Paul","Supreme Court of Delaware, 1900-1950",1952,1,391683
Penology,,American Sociological Review,1944,1,391683
Penology,,Facts & Figures about the proposed Family Court for New Castle County,1943,1,391683
Penology,,Act Creating a Family Court in and for New Castle County,1943,1,391683
Penology,,Delaware Corrections Newsletter,1961,1,391683
Penology,,Three - S - Citizens' Campaign,1962,1,391683
Penology,,Report on the Proposed Family Court for New Castle County,1941,1,391683
Penology,"Samuelson, Dr. Glenn W.",Effect of the Abolition and Restoration of the death penalty in Delaware 1956-1966,1967,1,391683
Penology,"Terry, Charles L., Jr.",Delaware Procedural Reform,1961,1,391683
Political Speeches etc.,,Key To All Your Rights To Happiness,n.d.,2,391681
Political Speeches etc.,,People for Peterson - Join us,1968,2,391681
Political Speeches etc.,,Re-Elect McDowell,n.d.,2,391681
Political Speeches etc.,,Strong New Voice - James M. Tunnell,1966,2,391681
Political Speeches etc.,,Delaware needs Terry,n.d.,2,391681
Political Speeches etc.,,"Here's what the Republicans will continue to do for you, Vote for George Ehinger.",,2,391681
Political Speeches etc.,,Is the Spirit of Rodney Still Riding?,n.d.,2,391681
Political Speeches etc.,,Progress versus Retrenchment,1968,2,391681
Political Speeches etc.,,Fact Book for Republicans of Delaware,1954,2,391681
Political Speeches etc.,,"Address of Hon. Charles L. Terry, Jr. Secretary of State",1938,2,391681
Political Speeches etc.,,Special Study Mission to Poland and Austria,1962,2,391681
Political Speeches etc.,,"Report of the Special Study Mission to the Far East, South Asia, & the Middle East1962",1962,2,391681
Political Speeches etc.,,Congressman Bill Roth Reports to You,n.d.,2,391681
Political Speeches etc.,,"Editorial ""Fiction vs. Facts"" to appear in the Dover State Sentinel..........",1939,2,391681
Political Speeches etc.,,Assistance to Delaware,1968,2,391681
Political Speeches etc.,,"Congressman's Report to the people of Delaware, Bill Roth (1st, 2nd annual)",1968,2,391681
Political Speeches etc.,,"First One Hundred Days of Congress, Bill Roth",n.d.,2,391681
Political Speeches etc.,,Pete DuPont reports,"1971,1972,       1973",2,391681
Political Speeches etc.,,"Your Congressman Harris B. McDowell, Jr. Reports from Washington to Delawareans1964",1964,2,391681
Political Speeches etc.,,Address of the Whig Convention of Three Hundred Delegates,1852,1,391680
Political Speeches etc.,,Proceedings in Relation to the Late Contested Election between Tharp & Roe,1843,2,391681
Political Speeches etc.,,Democratic Financing - Up! Up! Up!!! Go the Taxes! .......,n.d.,2,391681
Political Speeches etc.,,"Roth Report, Bill Roth Reports to Delaware",1985,2,391681
Political Speeches etc.,,"Remarks in the Senate of the United States, Vindicating the late James A.",1855,1,391680
Political Speeches etc.,,"Greater Delaware, A Review of past activities & a statement of a future program.1931",1931,2,391681
Political Speeches etc.,,Electors of the President of the United States,n.d.,2,391681
Political Speeches etc.,,Democratic executive Committee of Kent County,1950,2,391681
Political Speeches etc.,,Delaware Porcupine,1970,2,391681
Political Speeches etc.,,Republican Candidate Russ Peterson for Governor,1968,2,391681
Political Speeches etc.,,"Kent tax rate cut, Sussex unchanged",n.d.,2,391681
Political Speeches etc.,,Tribbitt Inaugural,n.d.,2,391681
Political Speeches etc.,,Open Letter to the Citizens of Delaware,n.d.,2,391681
Political Speeches etc.,"Wise, W. Arthur",Some Facts About Horse Racing in Delaware Addressed to the 1944 Democratic St....1944,,2,391681
Political Speeches etc.,,"Speech of John M. Clayton, of Delaware, in Defence of Zachary Taylor",1848,3,547175
Political Speeches etc.,,Peace Resolution - Speech of Hon. Caleb R. Layton of Delaware in the House of Repres.1920,1920,2,391681
Political Speeches etc.,,Congressional Record - Speech of Hon. Caleb R. Layton of Delaware in the House of Representatives 1921,1921,2,391681
Political Speeches etc.,,Constitutionalism versus Communism - Speech of Hon. Caleb R. Layton of Delaware ...1922,1922,2,391681
Political Speeches etc.,,Congressional Record - Proceedings and Debates of the 90th Congress,1968,2,391681
Recreation,,First State - A grand place to Visit Live Work 1787,n.d.,1,391682
Recreation,,Bay and Ocean Fishin's Fun... in Delaware,n.d.,1,391682
Recreation,,See the First State...First - adventure out-of-doors in Delaware camping ......,n.d.,1,391682
Recreation,,Delaware Antiques Show,1968,1,391682
Recreation,,Have a Grand Experience Delaware's Center for the Performing Arts,n.d.,1,391682
Recreation,,Trap Pond State Park - Summerfest 1983,1983,1,391682
Recreation,,Fun Map of Delmarva,n.d.,1,391682
Recreation,,"Delaware Park, Thoroughbred Racing 1975 May 24 - Aug. 10",1975,1,391682
Recreation,,Outdoors in Delaware,n.d.,1,391682
Recreation,,Autumn in Duck Creek - Tour of Historic Homes and Sites,1983,1,391682
Recreation,,"Recreation, Promotion & Service, Inc.",1970,1,391682
Recreation,,What is Your Hobby?,n.d.,1,391682
Recreation,,"Spare Time, Movies*Shows*Sports*Music*Books",1947-1949,1,391682
Recreation,,From Northern Pines to Southern Palms Drive the Ocean Hiway,n.d.,1,391682
Recreation,,Delaware Salt Water Fishing Guide,1950,1,391682
Recreation,,Plea... Space for Outdoor Recreation in Delaware,1963,1,391682
Recreation,,Third Wilmington Orchid Show,1957,1,391682
Recreation,,Delaware Flower Show,1963,1,391682
Recreation,,Recreation Facilities in the Wilmington Parks,1940,1,391682
Recreation,,Antiques Show and Sale,1964,1,391682
Recreation,"Ribsam, Charles J.",Art of Photo-Engraving,1930,1,391682
Recreation,,Old Trails and New - Wilmington Trail Club tenth Anniversary Yearbook,1950,1,391682
Recreation,,Delaware Water Gap,1987,1,391682
Recreation,,"Blue Gold is Silver 25 We Play That They May Learn, Delaware All * Star Football Game1980",1980,1,391682
Revolutionary War,,"Revolutionary Soldiers Buried in Ohio, Born in Delaware or served in Delaware Regiments.",1945,1,391672
Revolutionary War,,Biographical Sketches of the Generals of the Continental Army of the Revolution,1889,1,391672
Revolutionary War,,"Picket Post , A Record of Patriotism 1949,1962,1963,1965,1973",1949-1973,1,391672
Revolutionary War,"Ryden, George H.",Delaware Troops in the Revolution,1941,1,391672
Revolutionary War,,George Washington and Delaware,1932,1,391672
Revolutionary War,"Hancock, Harold B.","Revolutionary War Period Material in the Hall of Records, 1775-1787 ...........",1976,1,391672
Revolutionary War,,Revolutionary Soldiers of Delaware,1875,1,391672
Revolutionary War,"Dickens, Charles W.","Orderly Book of Caleb Prew Bennett at the Battle of Yorkstown, 1781",1950,1,391672
Revolutionary War,"Ross, Howard DeHaven",Sir Henry Clinton's Map of Valley Forge and Vicinity,1949,1,391672
Revolutionary War,"Nields, John P.",Washington's Army in Delaware in the Summer of 1777,1927,1,391672
Revolutionary War,,Account of the First Naval Battle of the Revolutionary War,1927,1,391672
Revolutionary War,"Siebert, Wilbur H.",Loyalist Troops of New England,1931,1,391672
Revolutionary War,"Ross, Howard DeHaven","Continental Powder Mill on French Ck. Near Valley Forge, & the Provincial Gun....1949",,1,391672
Revolutionary War,,Champlain Valley in the American Revolution,n.d.,1,391672
Revolutionary War,,Early Sea Fights of the American Revolution,1928,1,391672
Revolutionary War,"MacNeill, Aimee Junker",Valley Forge Landmarks,1958,1,391672
Revolutionary War,,Lafayette in Delaware,1934,1,391672
Revolutionary War,"Stevens, Thomas Wood",Yorktown Sesquicentennial Pageants 1931,1933,1,391672
Revolutionary War,"Conrad, Henry C., Hon.",Motor Travel - Maneuvering for a Battle-Ground Part I and II,n.d.,1,391672
Revolutionary War,,Before & After the Battle of Brandywine.,n.d.,1,391672
Revolutionary War,,Revolutionary War Bibliography,n.d.,1,391672
Revolutionary War,,Independence A Pageant of 1776,1950,1,391672
Revolutionary War,,Yorktown Sesquicentennial Celebratioln 1781-1931 Its Purpose and Plans,1931,1,391672
Revolutionary War,,"Revolutionary Sites, New Castle County, Kent County, Sussex Coun..",n.d.,1,391672
Revolutionary War,,"Military Collector & Historian, Journal of the Company of Military Historians",1967,1,391672
Revolutionary War,,Valley Forge,n.d.,1,391672
Revolutionary War,,"Delaware Conservationist, Cooch's Bridge, Sept. 3, 1777",1977-78,1,391672
Societies & Clubs,,"American Association of University Women, Dover, Delaware",1947,1,391677
Societies & Clubs,,Proceedings of the 4th Annual session of the Grand Lodge AOUW,1896,1,391677
Societies & Clubs,,"Delaware Federation of Labor, 28th Annual Convention",1955,1,391677
Societies & Clubs,,Delaware State Federation of Women's Clubs Year Book 1920-22,n.d.,1,391677
Societies & Clubs,,"Delaware State Medical Society, 96th Annual Session",1885,1,391677
Societies & Clubs,,"Forward Lands, Inc. A Report to Members",1973,1,391677
Societies & Clubs,,"Kent Coin Club, Montly Newsletter, April, 1976",1976,1,391677
Societies & Clubs,,"Delaware Consistory, SPRS, AASR; A Burton Stanhope Memorial Class",1959,1,391677
Societies & Clubs,,Oration delivered before the Independent Order of Odd Fellows…,1859,1,391677
Societies & Clubs,,Lincoln Club of Delaware:  Membership List,1974,1,391677
Societies & Clubs,,Harmony Lodge No. 13 (Masonic Club),1909,1,391677
Societies & Clubs,,"Improved order of Red Men:Oklahoma Tribe, No 26, Constitution Rules of ….",n.d.,1,391677
Societies & Clubs,,Death Benefit Association Jr. O.U.A.M. of the State of Delaware,1916,2,405618
Societies & Clubs,,"Willing Helpers Society of Concord, Delaware   First Annual Report",n.d.,2,405618
Societies & Clubs,,"Dover YMCA: Because We Believe, YMCA of Dover and Kent Co.",n.d.,2,405618
Societies & Clubs,,Wilmington YMCA:  History of Camp Development of the Wilmington YMCA,1973,2,405618
Societies & Clubs,,"Coast Artillery Journal, Sept, Oct.",1947,2,405618
Societies & Clubs,,"Constitution, By-Laws, and Rules of Order Delaware Lodge, No. 1 (Druids)",1848,1,391677
Societies & Clubs,,Wilmington Country Club,1966,2,405618
Societies & Clubs,,Memory of the Members who made the Supreme Sacrifice in World War II,1942-1947,1,391677
Societies & Clubs,"Hutchins, James H.",Reflections on Delaware's Masonic Lodges,1981,1,391677
Swedish Tercentenary,,American Swedish Historical Museum,1943-1944,2,391670
Swedish Tercentenary,,"New Sweden Tercentenary, The",n.d.,2,391670
Swedish Tercentenary,"Bostrom, Wollmar F.",Swedish American Delaware Tercnetenary,n.d.,2,391670
Swedish Tercentenary,"Ryden, George H.  Ph.D.",Story of New Sweden,n.d.,2,391670
Swedish Tercentenary,,Delaware Tercentenary Bulletin  No. 1 to No. 6,1937-1938,2,391670
Swedish Tercentenary,"Nields, John P.",Wilmington's Ter-Centenary,1928,2,391670
Swedish Tercentenary,,Dinner of The Delaware Swedish Colonial Society on Delaware Swedish Colonial Day,1950,2,391670
Swedish Tercentenary,,Lawn Festival - American Swedish Historical Museum,1938,2,391670
Swedish Tercentenary,,Dedication - American Swedish Historical Museum,1938,2,391670
Swedish Tercentenary,,Catalogue of Books & Manuscripts Relating to Swedish Colonization on the Delaware River 1938,1938,2,391670
Swedish Tercentenary,,American Swedish Handbook,1943,2,391670
Swedish Tercentenary,,Books about Sweden 1946-1949,1949,2,391670
Swedish Tercentenary,,Poem - From Swedish Hearts  (49 copies),n.d.,2,391670
Swedish Tercentenary,,Retkeily Delawaren  (2 copies),n.d.,2,391670
Swedish Tercentenary,,Trip to the Early Delaware Colony under the Guidance of a Picture Map,n.d.,2,391670
Swedish Tercentenary,,New Sweden 1638-1938,1938,2,391670
Swedish Tercentenary,,Delaware Tercentenary Plates by Spode 1638-1938,1938,2,391670
Swedish Tercentenary,,Welcome to New Sweden - 325th Anniversary,1963,2,391670
